,"timestamp","value"
0,"2014-04-01 00:00:00",6.3033784826
1,"2014-04-01 00:05:00",8.2800222994
2,"2014-04-01 00:10:00",6.1208169468
3,"2014-04-01 00:15:00",7.9379302901
4,"2014-04-01 00:20:00",2.2375048556
5,"2014-04-01 00:25:00",1.0645237581
6,"2014-04-01 00:30:00",4.1585699789
7,"2014-04-01 00:35:00",8.2419302747
8,"2014-04-01 00:40:00",1.3066516461
9,"2014-04-01 00:45:00",5.587417856
10,"2014-04-01 00:50:00",4.581908299
11,"2014-04-01 00:55:00",1.1981675116
12,"2014-04-01 01:00:00",7.7796858896
13,"2014-04-01 01:05:00",4.5581855471
14,"2014-04-01 01:10:00",5.5847302051
15,"2014-04-01 01:15:00",5.7085459068
17,"2014-04-01 01:25:00",1.3340568432
18,"2014-04-01 01:30:00",6.5801558705
19,"2014-04-01 01:35:00",5.668505734
20,"2014-04-01 01:40:00",2.7624674556
21,"2014-04-01 01:45:00",1.5935251802
22,"2014-04-01 01:50:00",6.2784424367
23,"2014-04-01 01:55:00",6.7317861105
24,"2014-04-01 02:00:00",6.8008468785
25,"2014-04-01 02:05:00",8.656395514
26,"2014-04-01 02:10:00",1.9772445961
27,"2014-04-01 02:15:00",1.5358664714
28,"2014-04-01 02:20:00",4.4858505188
29,"2014-04-01 02:25:00",7.1456777961
30,"2014-04-01 02:30:00",5.6683281306
31,"2014-04-01 02:35:00",4.5682328006
32,"2014-04-01 02:40:00",4.1475812139
33,"2014-04-01 02:45:00",1.273042725
34,"2014-04-01 02:50:00",7.5780543367
35,"2014-04-01 02:55:00",4.4985850841
36,"2014-04-01 03:00:00",3.8172742116
37,"2014-04-01 03:05:00",9.8839667577
38,"2014-04-01 03:10:00",1.4723296468
39,"2014-04-01 03:15:00",6.9664796999
40,"2014-04-01 03:20:00",7.6933567903
41,"2014-04-01 03:25:00",6.5653971922
42,"2014-04-01 03:30:00",3.6996485311
43,"2014-04-01 03:35:00",9.1916830406
44,"2014-04-01 03:40:00",8.1446093451
45,"2014-04-01 03:45:00",9.6948800853
46,"2014-04-01 03:50:00",7.6162615708
47,"2014-04-01 03:55:00",5.7457787614
48,"2014-04-01 04:00:00",7.9261315797
49,"2014-04-01 04:05:00",7.2937118662
50,"2014-04-01 04:10:00",9.4763124118
51,"2014-04-01 04:15:00",1.8787634608
52,"2014-04-01 04:20:00",1.5880616262
53,"2014-04-01 04:25:00",7.0141956186
54,"2014-04-01 04:30:00",6.058456966
55,"2014-04-01 04:35:00",5.4743640718
56,"2014-04-01 04:40:00",8.735596385
57,"2014-04-01 04:45:00",2.7585288851
58,"2014-04-01 04:50:00",2.6909142368
59,"2014-04-01 04:55:00",6.7520149601
60,"2014-04-01 05:00:00",6.5960353615
61,"2014-04-01 05:05:00",9.7933528483
62,"2014-04-01 05:10:00",9.7623215278
63,"2014-04-01 05:15:00",1.7259240319
64,"2014-04-01 05:20:00",3.6789568068
65,"2014-04-01 05:25:00",4.6414217369
66,"2014-04-01 05:30:00",7.5546112534
67,"2014-04-01 05:35:00",7.9727844845
68,"2014-04-01 05:40:00",4.5294955335
69,"2014-04-01 05:45:00",8.9747699305
70,"2014-04-01 05:50:00",4.7782721848
71,"2014-04-01 05:55:00",6.1152467046
72,"2014-04-01 06:00:00",3.4880471369
73,"2014-04-01 06:05:00",9.7771185217
74,"2014-04-01 06:10:00",7.6874889536
75,"2014-04-01 06:15:00",1.7905379735
76,"2014-04-01 06:20:00",4.840142211
