,timestamp,value
0,2014-04-01 00:00:00,6.303378482616587
1,2014-04-01 00:05:00,8.280022299383159
2,2014-04-01 00:10:00,6.120816946830974
3,2014-04-01 00:15:00,7.937930290111752
4,2014-04-01 00:20:00,2.237504855639711
5,2014-04-01 00:25:00,1.0645237580720814
6,2014-04-01 00:30:00,4.158569978889768
7,2014-04-01 00:35:00,8.241930274740703
8,2014-04-01 00:40:00,1.3066516461339108
9,2014-04-01 00:45:00,5.587417855973151
10,2014-04-01 00:50:00,4.58190829903396
11,2014-04-01 00:55:00,1.1981675115733965
12,2014-04-01 01:00:00,7.779685889592358
13,2014-04-01 01:05:00,4.558185547055835
14,2014-04-01 01:10:00,5.584730205100821
15,2014-04-01 01:15:00,5.708545906797154
16,2014-04-01 01:20:00,5.720781346490032
17,2014-04-01 01:25:00,1.334056843206041
18,2014-04-01 01:30:00,6.580155870534565
19,2014-04-01 01:35:00,5.668505733998093
20,2014-04-01 01:40:00,2.762467455593798
21,2014-04-01 01:45:00,1.59352518024173
22,2014-04-01 01:50:00,6.278442436712527
23,2014-04-01 01:55:00,6.731786110457127
24,2014-04-01 02:00:00,6.800846878474229
25,2014-04-01 02:05:00,8.656395513994859
26,2014-04-01 02:10:00,1.9772445960581342
27,2014-04-01 02:15:00,1.5358664713832766
28,2014-04-01 02:20:00,4.485850518789292
29,2014-04-01 02:25:00,7.1456777960857325
30,2014-04-01 02:30:00,5.66832813062768
31,2014-04-01 02:35:00,4.568232800632336
32,2014-04-01 02:40:00,4.147581213930642
33,2014-04-01 02:45:00,1.2730427249657192
34,2014-04-01 02:50:00,7.578054336745071
35,2014-04-01 02:55:00,4.498585084140271
36,2014-04-01 03:00:00,3.817274211632131
37,2014-04-01 03:05:00,9.88396675773014
38,2014-04-01 03:10:00,1.4723296467946578
39,2014-04-01 03:15:00,6.966479699866185
40,2014-04-01 03:20:00,7.693356790344418
41,2014-04-01 03:25:00,6.565397192225049
42,2014-04-01 03:30:00,3.699648531108097
43,2014-04-01 03:35:00,9.191683040648565
44,2014-04-01 03:40:00,8.144609345100598
45,2014-04-01 03:45:00,9.69488008531854
46,2014-04-01 03:50:00,7.6162615707818775
47,2014-04-01 03:55:00,5.745778761438634
48,2014-04-01 04:00:00,7.926131579700059
49,2014-04-01 04:05:00,7.293711866186131
50,2014-04-01 04:10:00,9.476312411767527
51,2014-04-01 04:15:00,1.8787634607904486
52,2014-04-01 04:20:00,1.5880616261973104
53,2014-04-01 04:25:00,7.014195618582454
54,2014-04-01 04:30:00,6.058456966005981
55,2014-04-01 04:35:00,5.474364071801286
56,2014-04-01 04:40:00,8.73559638504964
57,2014-04-01 04:45:00,2.7585288851099516
58,2014-04-01 04:50:00,2.6909142368127688
59,2014-04-01 04:55:00,6.752014960134603
60,2014-04-01 05:00:00,6.596035361489069
61,2014-04-01 05:05:00,9.793352848309008
62,2014-04-01 05:10:00,9.762321527844044
63,2014-04-01 05:15:00,1.7259240318862274
64,2014-04-01 05:20:00,3.678956806788545
65,2014-04-01 05:25:00,4.64142173685665
66,2014-04-01 05:30:00,7.554611253437794
67,2014-04-01 05:35:00,7.972784484502912
68,2014-04-01 05:40:00,4.529495533462858
69,2014-04-01 05:45:00,8.974769930463879
70,2014-04-01 05:50:00,4.778272184814505
71,2014-04-01 05:55:00,6.1152467045649015
72,2014-04-01 06:00:00,3.488047136914868
73,2014-04-01 06:05:00,9.777118521739652
74,2014-04-01 06:10:00,7.687488953593158
75,2014-04-01 06:15:00,1.790537973505375
76,2014-04-01 06:20:00,4.840142211019896
77,2014-04-01 06:25:00,9.290141727760526
78,2014-04-01 06:30:00,5.013591536504924
79,2014-04-01 06:35:00,7.565910043475543
80,2014-04-01 06:40:00,5.426770867761327
81,2014-04-01 06:45:00,2.197392711402394
82,2014-04-01 06:50:00,6.854495995346306
83,2014-04-01 06:55:00,7.16314736391267
84,2014-04-01 07:00:00,1.5398779599791195
85,2014-04-01 07:05:00,5.498377853235982
86,2014-04-01 07:10:00,5.265328149379907
87,2014-04-01 07:15:00,9.61488102427804
88,2014-04-01 07:20:00,3.315684173957898
89,2014-04-01 07:25:00,9.959433658713312
90,2014-04-01 07:30:00,3.967344208694831
91,2014-04-01 07:35:00,6.460430182685027
92,2014-04-01 07:40:00,7.681814028708474
93,2014-04-01 07:45:00,7.686222413679645
94,2014-04-01 07:50:00,9.760411053693954
95,2014-04-01 07:55:00,7.939020009624003
96,2014-04-01 08:00:00,7.571748930962998
97,2014-04-01 08:05:00,3.7638020173816606
98,2014-04-01 08:10:00,7.262301166958345
99,2014-04-01 08:15:00,7.1393677379274685
100,2014-04-01 08:20:00,9.957322006199803
101,2014-04-01 08:25:00,1.4821995824172072
102,2014-04-01 08:30:00,1.2795356940393519
103,2014-04-01 08:35:00,4.967769798546769
104,2014-04-01 08:40:00,1.1323723633342582
105,2014-04-01 08:45:00,1.1689069612417344
106,2014-04-01 08:50:00,8.596555038895023
107,2014-04-01 08:55:00,2.469601433686433
108,2014-04-01 09:00:00,8.03643560478194
109,2014-04-01 09:05:00,9.392283917698268
110,2014-04-01 09:10:00,7.157563412876532
111,2014-04-01 09:15:00,3.921176165656265
112,2014-04-01 09:20:00,1.1785672734957733
113,2014-04-01 09:25:00,1.503383371139189
114,2014-04-01 09:30:00,9.836725533376853
115,2014-04-01 09:35:00,5.55607038717979
116,2014-04-01 09:40:00,4.690299481844143
117,2014-04-01 09:45:00,7.050808774059645
118,2014-04-01 09:50:00,8.03779929100321
119,2014-04-01 09:55:00,8.62908054218974
120,2014-04-01 10:00:00,2.6629855193700362
121,2014-04-01 10:05:00,3.539852005449182
122,2014-04-01 10:10:00,8.464736855559911
123,2014-04-01 10:15:00,3.7216322298584172
124,2014-04-01 10:20:00,8.307276198867436
125,2014-04-01 10:25:00,4.979494746818994
126,2014-04-01 10:30:00,9.993885736017976
127,2014-04-01 10:35:00,3.7092371186037814
128,2014-04-01 10:40:00,4.664821421764942
129,2014-04-01 10:45:00,2.7759144194691974
130,2014-04-01 10:50:00,1.636203891295556
131,2014-04-01 10:55:00,4.1687306640628465
132,2014-04-01 11:00:00,6.8234457895873275
133,2014-04-01 11:05:00,5.303723010679085
134,2014-04-01 11:10:00,4.76508513841862
135,2014-04-01 11:15:00,3.3370753114577796
136,2014-04-01 11:20:00,5.93940397224164
137,2014-04-01 11:25:00,3.791588941858881
138,2014-04-01 11:30:00,7.953280791127103
139,2014-04-01 11:35:00,8.112483637981809
140,2014-04-01 11:40:00,6.2713320847883445
141,2014-04-01 11:45:00,4.248158381257316
142,2014-04-01 11:50:00,6.06692341968519
143,2014-04-01 11:55:00,7.958767684310462
144,2014-04-01 12:00:00,1.7684698187864822
145,2014-04-01 12:05:00,8.68128366222987
146,2014-04-01 12:10:00,6.939248243199769
147,2014-04-01 12:15:00,2.935599301575936
148,2014-04-01 12:20:00,8.167548145126133
149,2014-04-01 12:25:00,8.647809690213503
150,2014-04-01 12:30:00,2.4320415577494234
151,2014-04-01 12:35:00,6.377841835543467
152,2014-04-01 12:40:00,5.745273111293557
153,2014-04-01 12:45:00,6.54270023536111
154,2014-04-01 12:50:00,1.7389201272433066
155,2014-04-01 12:55:00,9.65218580184125
156,2014-04-01 13:00:00,7.132104389220849
157,2014-04-01 13:05:00,9.103238505430472
158,2014-04-01 13:10:00,8.052215594610049
159,2014-04-01 13:15:00,4.031363747884441
160,2014-04-01 13:20:00,3.4291563343047544
161,2014-04-01 13:25:00,3.1337457884141475
162,2014-04-01 13:30:00,2.15233069819753
163,2014-04-01 13:35:00,4.911067018366306
164,2014-04-01 13:40:00,6.660718955500824
165,2014-04-01 13:45:00,8.125282284180965
166,2014-04-01 13:50:00,9.518815147277998
167,2014-04-01 13:55:00,9.749021572640043
168,2014-04-01 14:00:00,1.2281229156282485
169,2014-04-01 14:05:00,6.584241513432822
170,2014-04-01 14:10:00,9.984361223333456
171,2014-04-01 14:15:00,6.3016042146489974
172,2014-04-01 14:20:00,6.156585095084344
173,2014-04-01 14:25:00,9.81112162524048
174,2014-04-01 14:30:00,5.999648294614193
175,2014-04-01 14:35:00,3.9140244958891275
176,2014-04-01 14:40:00,8.768277876526778
177,2014-04-01 14:45:00,4.499562161822679
178,2014-04-01 14:50:00,5.6674205835722775
179,2014-04-01 14:55:00,3.2110830183590497
180,2014-04-01 15:00:00,6.4012965912310875
181,2014-04-01 15:05:00,6.867493547837751
182,2014-04-01 15:10:00,9.751703734871322
183,2014-04-01 15:15:00,6.495640103886361
184,2014-04-01 15:20:00,9.534597939538322
185,2014-04-01 15:25:00,1.7662068948582759
186,2014-04-01 15:30:00,9.613915304260525
187,2014-04-01 15:35:00,2.6896937730082024
188,2014-04-01 15:40:00,6.16228649425271
189,2014-04-01 15:45:00,7.963357602446656
190,2014-04-01 15:50:00,8.340105548039986
191,2014-04-01 15:55:00,8.676951500649974
192,2014-04-01 16:00:00,1.3559846519100092
193,2014-04-01 16:05:00,2.658818212616226
194,2014-04-01 16:10:00,3.142742435127267
195,2014-04-01 16:15:00,4.931405750941913
196,2014-04-01 16:20:00,1.8545082111457838
197,2014-04-01 16:25:00,2.5080484626393638
198,2014-04-01 16:30:00,1.0696988763766806
199,2014-04-01 16:35:00,9.359925912358618
200,2014-04-01 16:40:00,10.344386824083212
201,2014-04-01 16:45:00,16.591952438151832
202,2014-04-01 16:50:00,11.628818455228938
203,2014-04-01 16:55:00,18.94878651388191
204,2014-04-01 17:00:00,13.244927275081416
205,2014-04-01 17:05:00,10.158772399050411
206,2014-04-01 17:10:00,11.638472857229722
207,2014-04-01 17:15:00,14.173329377299272
208,2014-04-01 17:20:00,17.525167592655873
209,2014-04-01 17:25:00,10.372607283484035
210,2014-04-01 17:30:00,16.034477797869236
211,2014-04-01 17:35:00,16.79657645823058
212,2014-04-01 17:40:00,13.055905459471397
213,2014-04-01 17:45:00,16.592272055768
214,2014-04-01 17:50:00,19.230177298968215
215,2014-04-01 17:55:00,16.73304833040278
216,2014-04-01 18:00:00,14.650763103037935
217,2014-04-01 18:05:00,12.34039610126919
218,2014-04-01 18:10:00,11.343330148340058
219,2014-04-01 18:15:00,12.661349341285844
220,2014-04-01 18:20:00,10.108647218752672
221,2014-04-01 18:25:00,10.691432940423661
222,2014-04-01 18:30:00,11.726187819094413
223,2014-04-01 18:35:00,12.698948374208204
224,2014-04-01 18:40:00,13.144364238678227
225,2014-04-01 18:45:00,12.722150693823423
226,2014-04-01 18:50:00,17.7801718142319
227,2014-04-01 18:55:00,17.39115350449375
228,2014-04-01 19:00:00,13.742465013270987
229,2014-04-01 19:05:00,12.656540966068746
230,2014-04-01 19:10:00,14.3177514092473
231,2014-04-01 19:15:00,16.63716410464019
232,2014-04-01 19:20:00,11.235444021708057
233,2014-04-01 19:25:00,19.552479662191573
234,2014-04-01 19:30:00,18.327312724009182
235,2014-04-01 19:35:00,14.60322830569532
